Accession,Locus,Type,Description,Other,Name(Type),Source
DMR4,DMR4,downy,mildew,fungus,Hyaloperonospora,fungus.csv
DMR5,DMR5,downy,mildew,fungus,Hyaloperonospora,fungus.csv
DTH9,DTH9,detachment9,regulator,of,disease,defense.csv
DTH9,DTH9,detachment9,regulator,of,disease,pathogen.csv
DTH9,DTH9,detachment9,regulator,of,disease,Salicylic Acid.csv
EDS10,EDS10,involved,in,the,jasmonate,fungus.csv
EDS10,EDS10,involved,in,the,jasmonate,pathogen.csv
EDS11,EDS11,involved,in,basal,defense,defense.csv
EDS11,EDS11,involved,in,basal,defense,fungal.csv
EDS11,EDS11,involved,in,basal,defense,pathogen.csv
EDS12,EDS12,enhanced,disease,susceptibility,to,pathogen.csv
EDS3,EDS3,resistance,to,some,pathogenic,pathogen.csv
ESA1,ESA1,to,the,necrotrophic,pathogens,pathogen.csv
FBR,FBR,a,programmed,cell,death,fungal.csv
FBR,FBR,a,programmed,cell,death,pathogen.csv
FBR2,FBR2,plants,are,resistant,to,fungal.csv
FBR2,FBR2,plants,are,resistant,to,pathogen.csv
FLS1,FLS1,sensing,"flagellin,",a,potent,defense.csv
HRL1,HRL1,HR-like,necrotic,lesions,and,defense.csv
HRL1,HRL1,HR-like,necrotic,lesions,and,pathogen.csv
IHR1,IHR1,locus,involved,in,the,Salicylic Acid.csv
ISR1,ISR1,the,recessive,form,of,pathogen.csv
JBA,JBA,locus,involved,in,establishing,polarity.csv
LMS12,LMS12,defined,by,mutation,with,fungal.csv
LMS12,LMS12,defined,by,mutation,with,pathogen.csv
LMS2,LMS2,defined,by,mutation,with,fungal.csv
LMS2,LMS2,defined,by,mutation,with,pathogen.csv
LMS3,LMS3,defined,by,mutation,with,fungal.csv
LMS3,LMS3,defined,by,mutation,with,pathogen.csv
LMS4,LMS4,defined,by,mutation,with,fungal.csv
LMS4,LMS4,defined,by,mutation,with,pathogen.csv
LMS5,LMS5,defined,by,mutation,with,fungal.csv
LMS5,LMS5,defined,by,mutation,with,pathogen.csv
LMS6,LMS6,defined,by,mutation,with,fungal.csv
LMS6,LMS6,defined,by,mutation,with,pathogen.csv
LMS7,LMS7,defined,by,mutation,with,fungal.csv
LMS7,LMS7,defined,by,mutation,with,pathogen.csv
LMS8,LMS8,defined,by,mutation,with,fungal.csv
LMS8,LMS8,defined,by,mutation,with,pathogen.csv
LMS9,LMS9,defined,by,mutation,with,fungal.csv
LMS9,LMS9,defined,by,mutation,with,pathogen.csv
LSD2,LSD2,without,pathogen,infection,LSD2,infection.csv
LSD2,LSD2,without,pathogen,infection,LSD2,pathogen.csv
AT1G01260,AT1G01260,NA,NA,NA,NA,JA.csv
AT1G01260,AT1G01260,NA,NA,NA,NA,JA.csv
AT1G01260,AT1G01260,NA,NA,NA,NA,JA.csv
AT1G17380,AT1G17380,NA,NA,NA,NA,JA.csv
AT1G17380,AT1G17380,NA,NA,NA,NA,JA.csv
AT1G17380,AT1G17380,NA,NA,NA,NA,JA.csv
AT1G19180,AT1G19180,NA,NA,NA,NA,JA.csv
AT1G19180,AT1G19180,NA,NA,NA,NA,JA.csv
AT1G19180,AT1G19180,NA,NA,NA,NA,JA.csv
AT1G19640,AT1G19640,NA,NA,NA,NA,JA.csv
AT1G19670,AT1G19670,NA,NA,NA,NA,JA.csv
AT1G25540,AT1G25540,NA,NA,NA,NA,JA.csv
AT1G25540,AT1G25540,NA,NA,NA,NA,JA.csv
AT1G25540,AT1G25540,NA,NA,NA,NA,JA.csv
AT1G30135,AT1G30135,NA,NA,NA,NA,JA.csv
AT1G32640,AT1G32640,NA,NA,NA,NA,JA.csv
AT1G48500,AT1G48500,NA,NA,NA,NA,JA.csv
AT1G48500,AT1G48500,NA,NA,NA,NA,JA.csv
AT1G48500,AT1G48500,NA,NA,NA,NA,JA.csv
AT1G63650,AT1G63650,NA,NA,NA,NA,JA.csv
AT1G63650,AT1G63650,NA,NA,NA,NA,JA.csv
AT1G63650,AT1G63650,NA,NA,NA,NA,JA.csv
AT1G66270,AT1G66270,NA,NA,NA,NA,JA.csv
AT1G66270,AT1G66270,NA,NA,NA,NA,JA.csv
AT1G70480,AT1G70480,NA,NA,NA,NA,JA.csv
AT1G70480,AT1G70480,NA,NA,NA,NA,JA.csv
AT1G70700,AT1G70700,NA,NA,NA,NA,JA.csv
AT1G70700,AT1G70700,NA,NA,NA,NA,JA.csv
AT1G70700,AT1G70700,NA,NA,NA,NA,JA.csv
AT1G72450,AT1G72450,NA,NA,NA,NA,JA.csv
AT1G72450,AT1G72450,NA,NA,NA,NA,JA.csv
AT1G74100,AT1G74100,NA,NA,NA,NA,JA.csv
AT1G74950,AT1G74950,NA,NA,NA,NA,JA.csv
AT1G74950,AT1G74950,NA,NA,NA,NA,JA.csv
AT2G03760,AT2G03760,NA,NA,NA,NA,JA.csv
AT2G06050,AT2G06050,NA,NA,NA,NA,JA.csv
AT2G06050,AT2G06050,NA,NA,NA,NA,JA.csv
AT2G06050,AT2G06050,NA,NA,NA,NA,JA.csv
AT2G14580,AT2G14580,NA,NA,NA,NA,JA.csv
AT2G22370,AT2G22370,NA,NA,NA,NA,JA.csv
AT2G23600,AT2G23600,NA,NA,NA,NA,JA.csv
AT2G23600,AT2G23600,NA,NA,NA,NA,JA.csv
AT2G23600,AT2G23600,NA,NA,NA,NA,JA.csv
AT2G23610,AT2G23610,NA,NA,NA,NA,JA.csv
AT2G23610,AT2G23610,NA,NA,NA,NA,JA.csv
AT2G23620,AT2G23620,NA,NA,NA,NA,JA.csv
AT2G28230,AT2G28230,NA,NA,NA,NA,JA.csv
AT2G28230,AT2G28230,NA,NA,NA,NA,JA.csv
AT2G34600,AT2G34600,NA,NA,NA,NA,JA.csv
PAD1,PAD1,mutant,with,enhanced,susceptibility,pathogen.csv
PAD5,PAD5,a,mutant,with,reduced,pathogen.csv
PMR3,PMR3,involved,in,resistance,to,pathogen.csv
QRP2,QRP2,in,resistance,to,the,fungus.csv
QRP3,QRP3,in,resistance,to,the,fungus.csv
RCH1,RCH1,locus,in,Arabidopsis,that,fungal.csv
RCH1,RCH1,locus,in,Arabidopsis,that,pathogen.csv
RPW2,RPW2,located,on,chromosome,3,fungal.csv
RPW2,RPW2,located,on,chromosome,3,pathogen.csv
RPW8.1,RPW8.1,type,of,R,gene/Resistance,pathogen.csv
RPW8.2,RPW8.2,present,in,accession,Ms-0,fungal.csv
SFO1,SFO1,putative,RING-H2-type,E3,ubiquitin,infection.csv
SSB1,SSB1,located,on,chromosome,4,infection.csv
SSI1,SSI1,mutations,in,SSI1,result,defense.csv
SSI1,SSI1,mutations,in,SSI1,result,Salicylic Acid.csv
UPS1,UPS1,a,EMS,screen,for,pathogen.csv
VET1,VET1,locus,involved,in,Verticillium,fungal.csv
VET1,VET1,locus,involved,in,Verticillium,pathogen.csv
VID1,VID1,the,wild-type,plants,when,infection.csv
VSM1,VSM1,a,mutant,resistant,to,infection.csv
